Codigo	Entidade	TipoEntidade	NIF	Rua	Localidade	CodigoPostal	DescrPostal	Email	Telefone	Fax	Sitio	CodigoINE	Eleitores2011	Populacao2011	Area_ha	NomeCompleto
9277	Santa Cruz (ARMAMAR)	Freguesia	506894118	Rua 12 de Março	Santa Cruz (ARMAMAR)	5110-503	SANTA CRUZ	jfsantacruz.amm@sapo.pt	254946088	254946088	www.jf-santacruz-amm.pt	180111	177	231	788.20	Santa Cruz
9727	Santa Cruz (LAGOA (SÃO MIGUEL))	Freguesia	512074348	Rua Dr. Filomeno da Câmara, N.º 31	Santa Cruz	9560-094	LAGOA (SÂO MIGUEL)	jfsantacruz-lagoa@sapo.pt	296912294	296912096		420104	2875	3501	1427.27	Lagoa (Santa Cr
9831	Santa Cruz (SANTA CRUZ)	Freguesia	511238193	Largo do Munícipio	Santa Cruz (SANTA CRUZ)	9100-162	SANTA CRUZ	juntafreguesiasantacruz@iol.pt	291523989	291524908	www.freguesiasantacruz.com	310805	6689	6070	2804.31	Santa Cruz
9666	Santa Cruz da Graciosa (SANTA CRUZ DA GRACIOSA)	Freguesia	512066604	Rua Inf D. Henrique, N.º 50	Santa Cruz da Graciosa	9880-378	SANTA CRUZ DA GRACIOSA	jfscruzgraciosa@gmail.com	295712148			440104	1554	1838	1551.64	Santa Cruz da Graciosa
14861	Santa Cruz da Trapa e São Cristóvão de Lafões (SÃO PEDRO DO SUL)	Freguesia	510839495	Largo 19 de Abril, N.º 22 - Barrios	Santa Cruz da Trapa (SÃO PEDRO DO SUL)	3660-256	SANTA CRUZ DA TRAPA	sctrapa.sclafoes@gmail.com				181621				União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões
9718	Santa Cruz das Flores (SANTA CRUZ DAS FLORES)	Freguesia	512076081	Rua Dr. Armas da Silveira	Santa Cruz das Flores	9970-331	SANTA CRUZ DAS FLORES SCF	freguesia.scflores@hotmail.com	292592168	292592168		480204	1461	1810	3967.96	Santa Cruz das Flores
14560	Santa Cruz do Douro e São Tomé de Covelas (BAIÃO)	Freguesia	510839509	Praça dos Escritores, N.º 34 - 1º andar	Santa Cruz do Douro (BAIÃO)	4640-435	SANTA CRUZ DO DOURO	freguesiasantacruzecovelas@gmail.com	254882525	254882525	www.santacruzdodouro.freguesias.pt	130225				União das freguesias de Santa Cruz do Douro e São Tomé de Covelas
8923	Santa Cruz do Lima (PONTE DE LIMA)	Freguesia	507630050	Lugar do Carreiro	Santa Cruz do Lima (PONTE DE LIMA)	4990-745	SANTA CRUZ DO LIMA	jf-santacruz@sapo.pt	258948937	258948937	www.jf-santacruzdolima.com	160743	492	532	223.34	Santa Cruz do Lima
14776	Santa Cruz/Trindade e Sanjurge (CHAVES)	Freguesia	510839517	Avenida da Cocanha, 2		5400-674	SANTA CRUZ-TRINDADE	fregcruztrindadesanjurge@gmail.com	276098061			170358				União das freguesias de Santa Cruz/Trindade e Sanjurge
14457	Santa Eufémia e Boa Vista (LEIRIA)	Freguesia	510839525	Rua Nossa Senhora de Conceição N.º 253	Santa Eufémia (LEIRIA)	2410-943	SANTA EUFÉMIA	junta.santa.eufemia@sapo.pt	244801052	244801770		100939				União das freguesias de Santa Eufémia e Boa Vista
9013	Santa Eugénia (ALIJÓ)	Freguesia	507173775	Largo Cruzeiro	Santa Eugénia (ALIJÓ)	5070-411	SANTA EUGÉNIA	freg_santaeugenia@sapo.pt	259648050	259645486		170113	443	411	914.30	Santa Eugénia
5660	Santa Eulália (AROUCA)	Freguesia	509001726	Pêgo	Santa Eulália   (AROUCA)	4540-518	SANTA EULÁLIA	jfdesantaeulalia@gmail.com	256943499	256943499	santaeulalia.aroucanet.com	10416	2090	2339	2304.76	Santa Eulália
8000	Santa Eulália (ELVAS)	Freguesia	506894983	Rua da Porta de Baixo	Santa Eulália (ELVAS)	7350-451	SANTA EULÁLIA	jfsantaeulalia@sapo.pt	268671250	268671250		120706	1155	1334	9851.79	Santa Eulália
8160	Santa Eulália (VIZELA)	Freguesia	507702239	Travessa do Bom Viver N.º 105	Santa Eulália (VIZELA)	4620-529	SANTA EULÁLIA	jfsteulalia@net.sapo.pt	253582582	253582582	www.freg-santaeulalia.com	31401	4401	5200	564.05	Santa Eulália
14494	Santa Iria de Azoia, São João da Talha e Bobadela (LOURES)	Freguesia	510839533	Praceta Aviador Placido de Abreu, N.º 7 - A	Santa Iria de Azóia (LOURES)	2690-521	SANTA IRIA DE AZÓIA		219959440			110728				União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela
5675	Santa Joana (AVEIRO)	Freguesia	506333981	Avenida D. Afonso V	Santa Joana (AVEIRO)	3810-203	SANTA JOANA	fstajoana@gmail.com	234343370	234342199		10513	7239	7426	584.55	Santa Joana
9064	Santa Leocádia (CHAVES)	Freguesia	506902986	Largo da Capela Adães	Santa Leocádia (CHAVES)	5400-740	SANTA LEOCÁDIA		919672587			170329	526	419	1310.43	Santa Leocádia
14109	Santa Lucrécia de Algeriz e Navarra (BRAGA)	Freguesia	510839541	Av. São Tiago	Santa Lucrécia de Algeriz (BRAGA)	4710-750	SANTA LUCRÉCIA DE ALGERIZ	jf-algerizenavarra@sapo.pt	253284193	253284193		30380				União das freguesias de Santa Lucrécia de Algeriz e Navarra
9641	Santa Luzia (ANGRA DO HEROÍSMO)	Freguesia	512074100	Rua Dr. Nogueira Sampaio, N.º 7	Angra do Heroísmo	9700-129	ANGRA DO HEROÍSMO	freguesia.santaluzia@gmail.com	295215333	295212598	www.freguesiasantaluzia.pt	430103	2421	3001	125.97	Angra (Santa Luzia)
9801	Santa Luzia (FUNCHAL)	Freguesia	511238878	Calçada da Encarnação, N.º 1	Funchal	9050-023	FUNCHAL	juntasantaluzia@gmail.com	291225025	291235136	www.jf-santaluzia.pt	310303	6108	6695	133.87	Funchal (Santa Luzia)
9720	Santa Luzia (SÃO ROQUE DO PICO)	Freguesia	512072469	Edifício Polivalente	Santa Luzia	9940-125	SANTA LUZIA SRP	jfsantaluzia@sapo.pt	292644226	292644226		460302	393	472	3012.51	Santa Luzia
7249	Santa Luzia (TAVIRA)	Freguesia	506984770	Rua de Angola	Santa Luzia (TAVIRA)	8800-539	SANTA LUZIA	geral@jfsantaluzia.pt	281381820	281381820	www.jfsantaluzia.pt	81408	1346	1729	850.11	Santa Luzia
8493	Santa Margarida da Coutada (CONSTÂNCIA)	Freguesia	501272526	Rua dos Combatentes, N.º 10	Aldeia Sta. Margarida  (CONSTÂNCIA)	2250-366	SANTA MARGARIDA DA COUTADA	jfstamargarida@mail.telepac.pt	249736215 / 969254506	249736467	www.jf-santamargaridacoutada.pt	140803	1623	1854	5871.99	Santa Margarida da Coutada
7986	Santa Maria da Devesa (CASTELO DE VIDE)	Freguesia	506904440	Rua Alexandre Herculano, N.º 27/29	Santa Maria da Devesa (CASTELO DE VIDE)	7320-114	SANTA MARIA DA DEVESA	jfregstmdevesa@hotmail.com	245900060	245900068	www.jf-castelodevide.pt	120502	1534	1716	5633.40	Santa Maria da Devesa
14027	Santa Maria da Feira, Travanca, Sanfins e Espargo (SANTA MARIA DA FEIRA)	Freguesia	510839550	Rua António Castro Corte Real (Condes de Fijô), N.º 16 apart. 1	Santa Maria da feira	4520-181	SANTA MARIA DA FEIRA	geral@jf-feira.pt	256363470	256365616		10935				União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo
9207	Santa Maria de Emeres (VALPAÇOS)	Freguesia	507001214	Bairro do Toural	Santa Maria de Émeres (VALPAÇOS)	5445-052	SANTA MARIA DE ÉMERES	junta.santamariaemeres@gmail.com	278781506	278781506	www.jf-santamariaemeres.pt	171219	490	519	1657.17	Santa Maria de Émeres
5724	Santa Maria de Lamas (SANTA MARIA DA FEIRA)	Freguesia	506951014	Rua do Eleito Local, N.º 83	Santa Maria de Lamas (SANTA MARIA DA FEIRA)	4535-359	SANTA MARIA DE LAMAS	jfsantamarialamas@sapo.pt	227444790	227460033	www.jf-santamariadelamas.pt	10925	4733	5120	375.45	Santa Maria de Lamas
8015	Santa Maria de Marvão (MARVÃO)	Freguesia	506869369	Rua do Açougue	Santa Maria de Marvão	7330-113	MARVÃO	jfreg.marvao@mail.telepac.pt	245993832	245993832	http://www.marvao.freguesias.pt/	121002	449	645	2335.23	Santa Maria de Marvão
5685	Santa Maria de Sardoura (CASTELO DE PAIVA)	Freguesia	506620581	Rua das Lagartas	Santa Maria de Sardoura (CASTELO DE PAIVA)	4550-751	SANTA MARIA DE SARDOURA	jfsmsardoura@hotmail.com	255689072			10607	2251	2698	1006.33	Santa Maria de Sardoura
14677	Santa Maria do Castelo e Santiago e Santa Susana (ALCÁCER DO SAL)	Freguesia	510833993	Rua do Forno das Escadinhas, 15	Alcácer do Sal	7580-159	ALCÁCER DO SAL	uniaofregalc@sapo.pt	265612875	265613465		150107				União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana
9065	Santa Maria Maior (CHAVES)	Freguesia	506851427	Avenida Tenente Valadim - Edifício Maria Rita	Santa Maria Maior (CHAVES)	5400-558	SANTA MARIA MAIOR	jfsantamariamaiorchaves@gmail.com	276331541	276331541	www.jf-santamariamaior.pt	170350	11854	12260	479.26	Santa Maria Maior
9802	Santa Maria Maior (FUNCHAL)	Freguesia	511239076	Rua das Morteiras, N.º 25 B	Santa Maria Maior, FUNCHAL	9060-199	FUNCHAL	stamariamaior@netmadeira.com	291226683	291226692	www.jf-stamariamaior.pt	310304	14206	13968	486.44	Funchal (Santa Maria Maior)
14488	Santa Maria Maior (LISBOA)	Freguesia	510857043	Rua dos Fanqueiros, N.º 170 178		1100-232	LISBOA	geral@jfsantamariamaior.pt	218867475	218810052		110665				Santa Maria Maior
14757	Santa Maria Maior e Monserrate e Meadela (VIANA DO CASTELO)	Freguesia	510840949	Rua Conde de Aurora, N.º 689	Santa Maria Maior (VIANA DO CASTELO)	4900-443	VIANA DO CASTELO	vc.stamariamaior@mail.telepac.pt	258824185	258824159	www.jf-stamariamaior.com	160948				União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela
14459	Santa Maria, São Pedro e Sobral da Lagoa (ÓBIDOS)	Freguesia	510833586	Largo de São João de Deus	Óbidos	2510-087	Óbidos	jfsmaria.pedro.sobral@sapo.pt	262958802			101210				Santa Maria, São Pedro e Sobral da Lagoa
9162	Santa Marinha (RIBEIRA DE PENA)	Freguesia	507292448	Edifício Junta de Freguesia	Santa Marinha  (RIBEIRA DE PENA)	4870-218	SANTA MARINHA	freguesiasantamarinh@sapo.pt	259493369	259493369		170906	1009	665	3467.95	Santa Marinha
8107	Santa Marinha do Zêzere (BAIÃO)	Freguesia	507809980	Rua 20 de Junho, 1910	Santa Marinha do Zêzere (BAIÃO)	4640-475	SANTA MARINHA DO ZÊZERE	jfreg.mzezere.baiao@sapo.pt	254882346	254882346		130215	2505	2852	1078.41	Santa Marinha do Zêzere
14424	Santa Marinha e São Martinho (SEIA)	Freguesia	510839568	Rua D.ª Maria Augusta Nunes, N.º 1 - A	Santa Marinha (SEIA)	6270-196	SANTA MARINHA	jfsm000000@sapo.pt	238311237			91232				União das freguesias de Santa Marinha e São Martinho
14630	Santa Marinha e São Pedro da Afurada (VILA NOVA DE GAIA)	Freguesia	510839576	Rua Cândido dos Reis, N.º 545	Santa Marinha (VILA NOVA DE GAIA)	4400-075	VILA NOVA DE GAIA		223746720	223746729		131730				União das freguesias de Santa Marinha e São Pedro da Afurada
8975	Santa Marta de Portuzelo (VIANA DO CASTELO)	Freguesia	507821610	Rua Grupo Folclórico de Santa Marta de Portuzelo, N.º 2	Portuzelo (VIANA DO CASTELO)	4925-179	PORTUZELO	jfsmp@mail.telepac.pt	258830605		www.jf-portuzelo.com	160928	3596	3812	741.22	Santa Marta de Portuzelo
14318	Santa Ovaia e Vila Pouca da Beira (OLIVEIRA DO HOSPITAL)	Freguesia	510839584	Largo Eng. Figueiredo e Castro, n.º 2	Santa Ovaia (Oliveira do Hospital)	3400-602	Santa Ovaia	freguesia.so.vpb@gmail.com	238671684	238671684		61126				União das freguesias de Santa Ovaia e Vila Pouca da Beira
9208	Santa Valha (VALPAÇOS)	Freguesia	507319451	Avenida Principal, ( Junto à Igreja)	Santa Valha (VALPAÇOS)	5430-233	SANTA VALHA	freguesia@santavalha.com	278759570		www.santavalha.com	171220	585	551	2724.49	Santa Valha
14052	Santa Vitória e Mombeja (BEJA)	Freguesia	510839592	Rua da Igreja, N.º 13	Santa Vitória (BEJA)	7800-732	SANTA VITÓRIA	jfsvitoria@sapo.pt	284975184	284975184		20523				União das freguesias de Santa Vitória e Mombeja
6703	Santalha (VINHAIS)	Freguesia	506917355	Edifício Junta de Freguesia	Santalha (VINHAIS)	5320-153	SANTALHA	freg.santalha@gmail.com	273695006/273696455		www.santalha.com	41221	422	312	2903.54	Santalha
8028	Santana (NISA)	Freguesia	507082516	Rua do Velado, N.º 1	Monte do Arneiro (NISA)	6050-452	SANTANA	jfreg.santana@gmail.com	245469130	245469392	www.freguesias.pt/freguesia.php?cod=121207	121207	437	445	2719.37	Santana
9735	Santana (NORDESTE)	Freguesia	512043590	Rua Igreja, N.º 2	Feteira Pequena (NORDESTE)	9630-307	SANTANA NRD	freguesiasantana@hotmail.com	296452401			420207	389	449	611.98	Santana
7157	Santana (PORTEL)	Freguesia	501171495	Largo da Praça, N.º 10	Santana (PORTEL)	7220-486	SANTANA	jf.santana@mail.telepac.pt	266687233	266687341		70906	530	628	4195.16	Santana
9836	Santana (SANTANA)	Freguesia	511236557	Avenida Manuel Marques da Trindade, nº 34	Santana	9230-107	SANTANA	j.f.santana.mad@gmail.com	291572888 / 9	291572887	www.jfsantana.pt	310903	3784	3439	1901.48	Santana
7421	Santana da Azinha (GUARDA)	Freguesia	506564720	Quinta Carvalheira - Sortilhão	Santana da Azinha (GUARDA)	6300-200	SANTANA DA AZINHA		271231743	271231743		90738	467	444	1594.38	Santana da Azinha
5896	Santana da Serra (OURIQUE)	Freguesia	506905063	Rua Dr. José da Silva Cristina	Santana da Serra (OURIQUE)	7670-613	SANTANA DA SERRA	junta.santana.serra@sapo.pt	286545167	286545167		21206	933	1139	19094.23	Santana da Serra
5863	Santana de Cambas (MÉRTOLA)	Freguesia	507049225	Santana de Cambas (Mértola) Apartado 2005	Santana de Cambas (MÉRTOLA)	7750-413	SANTANA DE CAMBAS	freguesiasantana@mail.telepac.pt	286622135	286655155	www.jf-santanadecambas.pt	20905	768	863	16672.11	Santana de Cambas
8500	Santana do Mato (CORUCHE)	Freguesia	506847420	Rua das Escolas, N.º 15	Santana do Mato (CORUCHE)	2100-675	SANTANA DO MATO	fregsantanamato@mail.telepac.pt	243677204 / 968338572			140908	1116	1258	10305.96	Santana do Mato
14842	Santar e Moreira (NELAS)	Freguesia	510839606	Avenida 21 de Março, N.º 2	Santar (NELAS)	3520-133	SANTAR					180911				União das freguesias de Santar e Moreira
7538	Santiago (SEIA)	Freguesia	507057341	Rua de Baxo, Nº 4	Santiago (SEIA)	6270-213	SANTIAGO	freguesia.santiago@gmail.com	238315302		www.freguesiadesantiago.pt	91216	990	1120	743.49	Santiago
7629	Santiago da Guarda (ANSIÃO)	Freguesia	507005490	Rua Visconde Alfredo César Vieira	Santiago da Guarda (GUARDA)	3240-690	SANTIAGO DA GUARDA	junta.freguesia.sg@sapo.pt	236679005	236679411		100307	3092	3211	4128.86	Santiago da Guarda
9209	Santiago da Ribeira de Alhariz (VALPAÇOS)	Freguesia	507221621	Rua Principal	Santiago da Ribeira de Alhariz (VALPAÇOS)	5445-071	SANTIAGO DA RIBEIRA DE ALHARIZ		278781464			171221	1030	835	2161.20	Santiago da Ribeira de Alhariz
9577	Santiago de Besteiros (TONDELA)	Freguesia	506931340	Rua de José Sousa Júnior, N.º 676	Santiago de Besteiros (TONDELA)	3465-157	SANTIAGO DE BESTEIROS	santiagodebesteiros@sapo.pt	925493752 / 232859042	232852069		182118	1367	1473	1575.46	Santiago de Besteiros
14835	Santiago de Cassurrães e Póvoa de Cervães (MANGUALDE)	Freguesia	510839622	Largo da Fonte	Santiago de Cassurrães (MANGUALDE)	3530-349	SANTIAGO DE CASSURRÃES					180621				União das freguesias de Santiago de Cassurrães e Póvoa de Cervães
8571	Santiago de Montalegre (SARDOAL)	Freguesia	507153324	Edifício Junta de Freguesia	Santiago de Montalegre (SARDOAL)	2230-062	SANTIAGO DE MONTALEGRE	jfsantiagomontalegre@gmail.com	241852066			141702	318	316	1699.61	Santiago de Montalegre
9326	Santiago de Piães (CINFÃES)	Freguesia	506829251	Rua da Igreja, Nº141	Santiago de Piães (CINFÃES)	4690-484	SANTIAGO DE PIÃES	juntaf.piaes@sapo.pt	255640018	255640018		180412	1748	2027	1759.15	Santiago de Piães
14692	Santiago do Cacém, S.Cruz e S.Bartolomeu da Serra (SANTIAGO DO CACÉM)	Freguesia	510839630	Rua Ramos da Costa	Santiago do Cacém	7540-205	SANTIAGO DO CACÉM	juntafscsb3@gmail.com				150912				União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra
7142	Santiago do Escoural (MONTEMOR-O-NOVO)	Freguesia	501210636	Praça da República, N.º 1	Santiago do Escoural (MONTEMOR-O-NOVO)	7050-556	SANTIAGO DO ESCOURAL	juntafsescoural@mail.telepac.pt	266857183	266857251		70605	1305	1659	13870.45	Santiago do Escoural
7775	Santiago dos Velhos (ARRUDA DOS VINHOS)	Freguesia	507091043	Rua de S. Tiago, 46 - A	S. Tiago dos Velhos	2630-528		freguesia@stiagovelhos.pt	219681730	219681730	www.jf-stiagovelhos.pt	110204	1087	1274	1630.06	Santiago dos Velhos
14462	Santiago e S.Simão de Litém e Albergaria dos Doze (POMBAL)	Freguesia	510839649					uf.santiago.sslitem.albergaria@gmail.com	236939425			101519				União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze
7089	Santiago Maior (ALANDROAL)	Freguesia	506749240	Largo Manuel Marques - Aldeia de Pias	Santiago Maior (ALANDROAL)	7200-012	SANTIAGO MAIOR	jfsm@portugalmail.com	268499124	268490013		70103	2133	2557	11299.39	Santiago Maior
7987	Santiago Maior (CASTELO DE VIDE)	Freguesia	506904946	Rua Alexandre Herculano, N.º 27	Santiago Maior (CASTELO DE VIDE)	7320-114	SANTIAGO MAIOR	jfregsantiago@hotmail.com	245900060		www.jf-castelodevide.pt	120503	351	426	5883.38	Santiago Maior
14058	Santo Agostinho e São João Baptista e Santo Amador (MOURA)	Freguesia	510838189	Rua das Terçarias	Moura (Santo Agostinho)	7860-035	MOURA		285252499			21009				União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador
8020	Santo Aleixo (MONFORTE)	Freguesia	506829286	Rua Furriel Manuel Joaquim Carola	Santo Aleixo (MONFORTE)	7450-237	SANTO ALEIXO	fregsantoaleixo@sapo.pt	268939115	268939115	http://www.santoaleixo.com/	121103	668	787	5850.59	Santo Aleixo
9721	Santo Amaro (SÃO ROQUE DO PICO)	Freguesia	512066493	Rua António Maria Teixeira, N.º 19	Santo Amaro	9940-172	SANTO AMARO SRP	juntasantoamaro@sapo.pt	292655169	292655169		460303	310	329	1186.46	Santo Amaro
8051	Santo Amaro (SOUSEL)	Freguesia	506873374	Rua Nova, N.º 67	Santo Amaro (SOUSEL)	7470-155	SANTO AMARO	jfsantoamaro@sapo.pt	268554358	268554358		121503	595	706	3961.01	Santo Amaro
9670	Santo Amaro (VELAS)	Freguesia	512074631	Portal do Pico	Santo Amaro	9800-306	VELAS	freguesia.s.amaro@gmail.com	295412444	295412444		450204	810	902	2252.64	Santo Amaro
9127	Santo André (MONTALEGRE)	Freguesia	507575598	Rua do Outeiro, N.º 41	Santo André (MONTALEGRE)	5470-450	SANTO ANDRÉ	juntafsa@gmail.com	276536219		www.freguesia-santoandre.com	170627	324	271	1896.44	Santo André
8687	Santo André (SANTIAGO DO CACÉM)	Freguesia	501170235	Largo 20 de Jungho Nº 11 - B	Santo André (SANTIAGO DO CACÉM)	7500-011	VILA NOVA DE SANTO ANDRÉ	junta.freguesia@santoandre.pt	269708390	269708396	www.santoandre.pt	150907	9226	10696	7510.51	Santo André
6743	Santo André das Tojeiras (CASTELO BRANCO)	Freguesia	507067959	Rua Padre Manuel J. Rodrigues	Santo André das Tojeiras (CASTELO BRANCO)	6000-656	SANTO ANDRÉ DAS TOJEIRAS	jfsatojeiras@gmail.com	272949337	272949337		50221	1100	1033	7487.41	Santo André das Tojeiras
5798	Santo André de Vagos (VAGOS)	Freguesia	507099990	Rua Dr. Sá Carneiro, N.º 2	Santo André de Vagos (VAGOS)	3840-553	SANTO ANDRÉ DE VAGOS	geral@freguesiadesantoandredevagos.eu	234794324		www.freguesiadesantoandredevagos.eu	11810	1933	2051	1269.46	Santo André de Vagos
9661	Santo Antão (CALHETA (SÃO JORGE))	Freguesia	512075433	Largo de Santo Antão	Topo (CALHETA SÃO JORGE)	9875-067	TOPO (SÃO JORGE)	junta.santo.antao@gmail.com	295415182	295415126	jf-santoantao.com	450104	790	921	3234.06	Santo Antão
14495	Santo Antão e São Julião do Tojal (LOURES)	Freguesia	510839657	Largo Francisco Maria Borges	Santo Antão do Tojal (LOURES)	2660-161	SANTO ANTÃO DO TOJA	junta@jf-tojal.pt				110729				União das freguesias de Santo Antão e São Julião do Tojal
9807	Santo António (FUNCHAL)	Freguesia	511016123	Caminho das Romeiras, N.º10	FUNCHAL	9020-117	FUNCHAL	jfsantonio@sapo.pt	291709400	291709409	www.jf-santoantonio.pt	310305	23488	21931	2216.48	Santo António
14489	Santo António (LISBOA)	Freguesia	510833594	Calçada do Moinho de Vento N.º 3		1169-114	LISBOA	info@jfsantoantonio.pt	218855230	218855239	www.jfsantoantonio.pt	110666				Santo António
9755	Santo António (PONTA DELGADA)	Freguesia	512028176	Rua Mãe de Deus - Edifício Polivalente 7-B	Santo António (PONTA DELGADA)	9500-321	Santo António PDL	jf.santoantonio@gmail.com	296298445	296298445		420320	1782	2004	1174.60	Santo António
9722	Santo António (SÃO ROQUE DO PICO)	Freguesia	512075310	Rua 13 de Junho, N.º 2	Santo António	9940-235	SANTO ANTÓNIO SRP	freguesia_santo_antonio@hotmail.com	292642747			460304	692	858	3203.50	Santo António
8655	Santo António da Charneca (BARREIRO)	Freguesia	506906825	Rua Manuel Martins Gomes Junior, N.º 10	Santo António da Charneca (BARREIRO)	2835-723	SANTO ANTÓNIO DA CHARNECA	junta.charneca@gmail.com	212151402	212160667		150407	9568	10983	769.67	Santo António da Charneca
9815	Santo António da Serra (MACHICO)	Freguesia	511244436	Estrada D. António Magalhães, N.º77	Ribeira de Machico (MACHICO)	9200-162	SANTO ANTÓNIO DA SERRA	jfsas@iol.pt	291963310	291963310		310405	1350	1355	861.90	Santo António da Serra
9832	Santo António da Serra (SANTA CRUZ)	Freguesia	511269820	Estrada Santo Antonio da Serra, N.º 372	Santo António da Serra (SANTA CRUZ)	9100-268	SANTO ANTÓNIO DA SERRA	jfsas@sapo.pt	291552234	291552234		310806	920	982	1475.42	Santo António da Serra
8016	Santo António das Areias (MARVÃO)	Freguesia	506867412	Praça de Olivença s/n	Santo António das Areias (MARVÂO)	7330-262	SANTO ANTÓNIO DAS AREIAS	Jfreg.s.a.areias@sapo.pt	245992370	245920120	www.freg-santoantoniodasareias.pt	121003	1115	1261	3599.13	Santo António das Areias
9066	Santo António de Monforte (CHAVES)	Freguesia	506910571	Largo do Calvário	Santo António de Monforte (CHAVES)	5400-745	SANTO ANTÓNIO DE MONFORTE	jfantoniomonforte@gmail.com	934380084	276926177		170330	565	509	1177.64	Santo António de Monforte
9864	Santo António de Nordestinho (NORDESTE)	Freguesia	512093148	Estrada Regional	S. António Nordestinho (NORDESTE)	9630-230	S. ANTÓNIO NORDESTINHO	jfsanordestinho@sapo.pt	296486092	296486092		420209	332	304	794.30	Santo António de Nordestinho
14496	Santo António dos Cavaleiros e Frielas (LOURES)	Freguesia	510839665	Rua José Afonso, N.º 1 A/B	Santo António dos Cavaleiros (LOURES)	2660-278	SANTO ANTÓNIO DOS CAVALEIROS	geral@jf-sacf.pt	219898420	219898429		110730				União das freguesias de Santo António dos Cavaleiros e Frielas
6934	Santo António dos Olivais (COIMBRA)	Freguesia	507374304	Rua Flávio Rodrigues, N.º  21	Santo António dos Olivais (COIMBRA)	3030-550	SANTO ANTÓNIO DOS OLIVAIS	jfsao@hotmail.com	239790900	239790909	www.jfsao.pt	60318	32963	39516	1927.33	Santo António dos Olivais
6267	Santo Emilião (PÓVOA DE LANHOSO)	Freguesia	507012046	Rua de S. Bento, N.º 40	Santo Emilião (PÓVOA DE LANHOSO)	4830-650	SANTO EMILIÃO	jf-santoemiliao@oniduo.pt	253637203	253637203	www.jf-santoemiliao.pt	30922	907	980	204.77	Santo Emilião
9785	Santo Espírito (VILA DO PORTO)	Freguesia	512066744	Rua do Museu s/n	Santo Espírito	9580-238	VILA DO PORTO	SantoEspirito.junta@sapo.pt	296884491	296884491		410103	669	723	2667.66	Santo Espírito
8475	Santo Estêvão (BENAVENTE)	Freguesia	507064674	Rua das Pimentas	Santo Estêvão (BENAVENTE)	2130-134	SANTO ESTÊVÃO	jf.sto.estevao.bnv@mail.telepac.pt	263949216	263949529	www.jf-stoestevao.pt	140503	1353	1381	6241.21	Santo Estêvão
9067	Santo Estêvão (CHAVES)	Freguesia	506904776	Largo do Prado, N.º 3	Santo Estêvão (CHAVES)	5400-750	SANTO ESTÊVÃO	stestevao@gmail.com	276351214			170331	716	632	867.35	Santo Estêvão
14420	Santo Estêvão e Moita (SABUGAL)	Freguesia	510839673	Rua Direita, N.º 56	Santo Estêvão (SABUGAL)	6320-511	SANTO ESTÊVÃO					91146				União das freguesias de Santo Estêvão e Moita
7902	Santo Isidoro (MAFRA)	Freguesia	507447565	Rua da Igreja, N.º 5	Santo Isidoro (MAFRA)	2640-092	SANTO ISIDORO	juntafsi@sapo.pt	261867228	261866769		110913	2853	2992	2483.19	Santo Isidoro
7933	Santo Quintino (SOBRAL DE MONTE AGRAÇO)	Freguesia	506895424	Campo da Feira	Sobral de Monte Agraço	2590-017	SOBRAL DE MONTE AGRAÇO	info@jf-santoquintino.pt	261942058	261942058	www.jf-santoquintino.pt	111201	2964	3432	2900.18	Santo Quintino
7002	Santo Varão (MONTEMOR-O-VELHO)	Freguesia	507315570	Rua da Igreja, N.º 26	Santo Varão (MONTEMOR-O-VELHO)	3140-401	SANTO VARÃO	geral@santovarao.pt	239645928	239645928	www.santovarao.pt	61009	1476	1502	1184.67	Santo Varão
9616	Santos Evos (VISEU)	Freguesia	507342631	Rua das Oliveiras	Santos Evos (VISEU)	3505-325	SANTOS EVOS	jfsantosevos@gmail.com	232932041			182325	1670	1642	1185.70	Santos Evos
6678	Santulhão (VIMIOSO)	Freguesia	508569982	Rua Vale Cravoso	Santulhão  (VIMIOSO)	5230-217	SANTULHÃO		273579175/965356420	273579175		41110	712	508	4937.74	Santulhão
5821	São Barnabé (ALMODÔVAR)	Freguesia	506905896	Caixa Postal 1800	São Barnabé (ALMÔDOVAR)	7700-263	SÃO BARNABÉ	freguesia.sbarnabe@sapo.pt	286463134	286463132		20206	636	791	14167.35	São Barnabé
7240	São Bartolomeu de Messines (SILVES)	Freguesia	506992934	Cruz Grande	São Bartolomeu de Messines (SILVES)	8375-000	SÃO BARTOLOMEU DE MESSINES	j.freg.messines@mail.telepac.pt	282339136	282339609	www.jf-messines.pt	81305	7383	8491	23987.21	São Bartolomeu de Messines
